
 ____________________________________________________________________________________________
 Temperature: T =    473.00000000000000      K
 Chemical potential: mu =   -750.45471853376898      eV
 Composition: x =   0.24999999999634548     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
 10     21      192           -68563.27507      -61057.60859    0.601208E-04    0.313129E-06
 10     22      192           -68563.27252      -61057.60604    0.590684E-04    0.307648E-06
 10     23      192           -68563.23484      -61057.56836    0.454803E-04    0.236876E-06
 10     24      192           -68563.19848      -61057.53200    0.353433E-04    0.184079E-06
 10     25       96           -68563.19666      -61057.53018    0.174495E-04    0.181765E-06
 10     26       96           -68563.23259      -61057.56611    0.223885E-04    0.233213E-06
 10     27      192           -68563.22735      -61057.56086    0.431774E-04    0.224883E-06
 10     28       64           -68563.25601      -61057.58953    0.175580E-04    0.274343E-06
 10     29      192           -68563.24584      -61057.57936    0.490872E-04    0.255663E-06
 10     30      192           -68563.22906      -61057.56258    0.436935E-04    0.227571E-06
 10     31      192           -68563.24792      -61057.58144    0.498006E-04    0.259378E-06
 10     32      192           -68563.24485      -61057.57837    0.487530E-04    0.253922E-06
 10     33      192           -68563.26372      -61057.59724    0.555684E-04    0.289419E-06
 10     34       96           -68563.22979      -61057.56331    0.219584E-04    0.228734E-06
 10     35       48           -68563.20800      -61057.54152    0.943911E-05    0.196648E-06
 10     36      192           -68563.24395      -61057.57747    0.484489E-04    0.252338E-06
 10     37       48           -68563.20696      -61057.54048    0.937100E-05    0.195229E-06
 10     38      192           -68563.28889      -61057.62240    0.661670E-04    0.344620E-06
 10     39      192           -68563.28843      -61057.62195    0.659603E-04    0.343543E-06
 10     40       96           -68563.29626      -61057.62977    0.348187E-04    0.362695E-06
 10     41       96           -68563.29383      -61057.62735    0.342386E-04    0.356653E-06
 10     42       32           -68563.25704      -61057.59056    0.884206E-05    0.276314E-06
 10     43       16           -68563.27082      -61057.60434    0.486453E-05    0.304033E-06
 10     44       48           -68563.20535      -61057.53887    0.926687E-05    0.193060E-06
 10     45      192           -68563.25355      -61057.58707    0.517842E-04    0.269709E-06
 10     46       48           -68563.24488      -61057.57840    0.121905E-04    0.253969E-06
 10     47      192           -68563.27231      -61057.60582    0.589783E-04    0.307179E-06
 10     48      192           -68563.25558      -61057.58909    0.525163E-04    0.273523E-06
 10     49       48           -68563.21547      -61057.54899    0.994060E-05    0.207096E-06
 10     50       48           -68563.26774      -61057.60126    0.142848E-04    0.297600E-06
 10     51      192           -68563.29441      -61057.62793    0.687524E-04    0.358085E-06
 10     52      192           -68563.30566      -61057.63917    0.743287E-04    0.387129E-06
 10     53       24           -68563.22534      -61057.55886    0.532260E-05    0.221775E-06
 10     54       96           -68563.30286      -61057.63638    0.364505E-04    0.379693E-06
 10     55       96           -68563.21527      -61057.54879    0.198545E-04    0.206817E-06
 10     56       32           -68563.24851      -61057.58203    0.833437E-05    0.260449E-06
 10     57       96           -68563.26640      -61057.59992    0.283061E-04    0.294855E-06
 10     58       48           -68563.30263      -61057.63615    0.181966E-04    0.379095E-06
 10     59       96           -68563.30455      -61057.63807    0.368811E-04    0.384178E-06
 10     60       96           -68563.30780      -61057.64132    0.377222E-04    0.392940E-06
 10     61       16           -68563.23690      -61057.57042    0.384462E-05    0.240289E-06
 10     62       96           -68563.29162      -61057.62514    0.337164E-04    0.351212E-06
 10     63       48           -68563.30391      -61057.63743    0.183586E-04    0.382471E-06
 10     64       96           -68563.29514      -61057.62866    0.345509E-04    0.359906E-06
 10     65       48           -68563.32761      -61057.66113    0.216387E-04    0.450806E-06
 11      1       96           -69313.62809      -61057.39497    0.683077E-05    0.711539E-07
 11      2       48           -69313.62715      -61057.39402    0.339314E-05    0.706904E-07
 11      3       96           -69313.65893      -61057.42580    0.845981E-05    0.881230E-07
 11      4      192           -69313.68541      -61057.45228    0.203310E-04    0.105891E-06
 11      5       96           -69313.62681      -61057.39369    0.677039E-05    0.705249E-07
 11      6      192           -69313.65819      -61057.42506    0.168333E-04    0.876737E-07
 11      7      192           -69313.65744      -61057.42431    0.167460E-04    0.872188E-07
 11      8      192           -69313.65830      -61057.42517    0.168454E-04    0.877363E-07
 11      9      192           -69313.67591      -61057.44278    0.190338E-04    0.991346E-07
 11     10      192           -69313.65793      -61057.42480    0.168029E-04    0.875151E-07
 11     11       96           -69313.63928      -61057.40615    0.738198E-05    0.768956E-07
 11     12       96           -69313.70426      -61057.47113    0.115855E-04    0.120682E-06
 11     13      192           -69313.70946      -61057.47633    0.240216E-04    0.125113E-06
 11     14       96           -69313.68995      -61057.45682    0.104907E-04    0.109278E-06
 11     15       96           -69313.70310      -61057.46998    0.114929E-04    0.119718E-06
 11     16      192           -69313.66833      -61057.43520    0.180589E-04    0.940570E-07
 11     17      192           -69313.70143      -61057.46830    0.227207E-04    0.118337E-06
 11     18       48           -69313.70704      -61057.47391    0.590531E-05    0.123027E-06
 11     19      192           -69313.71851      -61057.48538    0.255780E-04    0.133219E-06
 11     20       48           -69313.64847      -61057.41534    0.393393E-05    0.819569E-07
 11     21       96           -69313.66195      -61057.42882    0.863865E-05    0.899860E-07
 11     22       48           -69313.62968      -61057.39655    0.345317E-05    0.719409E-07
 11     23      192           -69313.67752      -61057.44439    0.192485E-04    0.100253E-06
 11     24       96           -69313.68931      -61057.45618    0.104442E-04    0.108794E-06
 11     25       96           -69313.71057      -61057.47744    0.121034E-04    0.126077E-06
 11     26      192           -69313.71815      -61057.48502    0.255139E-04    0.132885E-06
 11     27       96           -69313.68511      -61057.45198    0.101442E-04    0.105668E-06
 11     28       96           -69313.71676      -61057.48363    0.126350E-04    0.131614E-06
 11     29       96           -69313.73547      -61057.50234    0.143858E-04    0.149852E-06
 11     30       96           -69313.68841      -61057.45528    0.103794E-04    0.108119E-06
 11     31       96           -69313.73744      -61057.50431    0.145833E-04    0.151910E-06
 11     32      192           -69313.74174      -61057.50861    0.300493E-04    0.156507E-06
 11     33       96           -69313.72588      -61057.49275    0.134594E-04    0.140202E-06
 11     34       48           -69313.73495      -61057.50182    0.716685E-05    0.149309E-06
 11     35       96           -69313.72839      -61057.49527    0.136967E-04    0.142674E-06
 12      1        8           -70064.06517      -61057.26539    0.231721E-06    0.289652E-07
 12      2      192           -70064.09310      -61057.29332    0.675012E-05    0.351569E-07
 12      3       96           -70064.12351      -61057.32374    0.416768E-05    0.434134E-07
 12      4       96           -70064.13387      -61057.33409    0.447798E-05    0.466457E-07
 12      5       96           -70064.13171      -61057.33194    0.441161E-05    0.459542E-07
 12      6       96           -70064.09231      -61057.29254    0.335668E-05    0.349655E-07
 12      7      192           -70064.12289      -61057.32311    0.829925E-05    0.432253E-07
 12      8       12           -70064.07365      -61057.27387    0.368633E-06    0.307194E-07
 12      9       96           -70064.14746      -61057.34768    0.492084E-05    0.512588E-07
 12     10      192           -70064.15224      -61057.35246    0.101730E-04    0.529842E-07
 12     11       96           -70064.12175      -61057.32197    0.411692E-05    0.428845E-07
 12     12       24           -70064.12149      -61057.32172    0.102743E-05    0.428096E-07
 12     13       96           -70064.16960      -61057.36982    0.573757E-05    0.597664E-07
 12     14       48           -70064.13176      -61057.33198    0.220652E-05    0.459692E-07
 12     15       48           -70064.13138      -61057.33161    0.220077E-05    0.458495E-07
 12     16       96           -70064.16325      -61057.36347    0.549026E-05    0.571903E-07
 12     17       96           -70064.14087      -61057.34109    0.470077E-05    0.489664E-07
 12     18      192           -70064.17831      -61057.37853    0.121899E-04    0.634889E-07
 12     19       24           -70064.18632      -61057.38654    0.161074E-05    0.671144E-07
 12     20        4           -70064.09081      -61057.29104    0.138413E-06    0.346033E-07
 12     21       12           -70064.18951      -61057.38973    0.823414E-06    0.686179E-07
 12     22        8           -70064.18482      -61057.38504    0.531365E-06    0.664206E-07
 13      1       32           -70814.54558      -61057.17916    0.509624E-06    0.159258E-07
 13      2       48           -70814.54591      -61057.17949    0.766188E-06    0.159623E-07
 13      3       96           -70814.57501      -61057.20858    0.187503E-05    0.195316E-07
 13      4      192           -70814.58531      -61057.21888    0.402782E-05    0.209782E-07
 13      5       96           -70814.60588      -61057.23946    0.232284E-05    0.241963E-07
 13      6       16           -70814.56608      -61057.19965    0.293734E-06    0.183583E-07
 13      7       48           -70814.61397      -61057.24754    0.122839E-05    0.255915E-07
 13      8       32           -70814.62200      -61057.25558    0.865877E-06    0.270586E-07
 14      1       48           -71565.03360      -61057.10053    0.443063E-06    0.923048E-08
 14      2       24           -71565.04294      -61057.10986    0.236352E-06    0.984801E-08
 14      3       48           -71565.06234      -61057.12927    0.540826E-06    0.112672E-07
 15      1       16           -72315.51012      -61057.01040    0.790384E-07    0.493990E-08
 16      1        1           -73065.97876      -61056.91239    0.250304E-08    0.250304E-08
 ------------------------------
  n      Cumulative prob(n,T) 
     0            0.01247
     1            0.05715
     2            0.13988
     3            0.20600
     4            0.21353
     5            0.17160
     6            0.11022
     7            0.05561
     8            0.02300
     9            0.00781
    10            0.00216
    11            0.00048
    12            0.00009
    13            0.00001
    14            0.00000
    15            0.00000
    16            0.00000
 ------------------------------

 ____________________________________________________________________________________________
 Ideal disorder limit
 Composition: x =   0.25000000000000000     
  n      m     omega(n,m)     E(n,m)                           prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561                    0.100226E-01    0.100226E-01
  1      1       16           -61809.52206                    0.534538E-01    0.334087E-02
  2      1       48           -62559.91747                    0.534538E-01    0.111362E-02
  2      2       24           -62559.92649                    0.267269E-01    0.111362E-02
  2      3       48           -62559.93679                    0.534538E-01    0.111362E-02
  3      1       48           -63310.31227                    0.178179E-01    0.371207E-03
  3      2       32           -63310.31342                    0.118786E-01    0.371207E-03
  3      3       96           -63310.32148                    0.356359E-01    0.371207E-03
  3      4      192           -63310.33108                    0.712718E-01    0.371207E-03
  3      5       96           -63310.33003                    0.356359E-01    0.371207E-03
  3      6       48           -63310.32923                    0.178179E-01    0.371207E-03
  3      7       32           -63310.36223                    0.118786E-01    0.371207E-03
  3      8       16           -63310.29084                    0.593932E-02    0.371207E-03
  4      1       12           -64060.69708                    0.148483E-02    0.123736E-03
  4      2      192           -64060.71656                    0.237573E-01    0.123736E-03
  4      3      192           -64060.71491                    0.237573E-01    0.123736E-03
  4      4       96           -64060.72606                    0.118786E-01    0.123736E-03
  4      5       24           -64060.72769                    0.296966E-02    0.123736E-03
  4      6       96           -64060.73540                    0.118786E-01    0.123736E-03
  4      7       48           -64060.73390                    0.593932E-02    0.123736E-03
  4      8       96           -64060.71444                    0.118786E-01    0.123736E-03
  4      9      192           -64060.73261                    0.237573E-01    0.123736E-03
  4     10       96           -64060.75440                    0.118786E-01    0.123736E-03
  4     11       96           -64060.75643                    0.118786E-01    0.123736E-03
  4     12       96           -64060.72217                    0.118786E-01    0.123736E-03
  4     13       96           -64060.69587                    0.118786E-01    0.123736E-03
  4     14       96           -64060.72462                    0.118786E-01    0.123736E-03
  4     15       96           -64060.73338                    0.118786E-01    0.123736E-03
  4     16      192           -64060.74358                    0.237573E-01    0.123736E-03
  4     17       48           -64060.73462                    0.593932E-02    0.123736E-03
  4     18       24           -64060.74005                    0.296966E-02    0.123736E-03
  4     19        8           -64060.70845                    0.989886E-03    0.123736E-03
  4     20        4           -64060.71469                    0.494943E-03    0.123736E-03
  4     21       12           -64060.72936                    0.148483E-02    0.123736E-03
  4     22        8           -64060.80941                    0.989886E-03    0.123736E-03
  5      1       96           -64811.10732                    0.395954E-02    0.412453E-04
  5      2      192           -64811.12798                    0.791909E-02    0.412453E-04
  5      3       48           -64811.11935                    0.197977E-02    0.412453E-04
  5      4      192           -64811.11591                    0.791909E-02    0.412453E-04
  5      5       96           -64811.13305                    0.395954E-02    0.412453E-04
  5      6      192           -64811.14693                    0.791909E-02    0.412453E-04
  5      7       96           -64811.14333                    0.395954E-02    0.412453E-04
  5      8       96           -64811.11657                    0.395954E-02    0.412453E-04
  5      9       96           -64811.15908                    0.395954E-02    0.412453E-04
  5     10      192           -64811.12358                    0.791909E-02    0.412453E-04
  5     11       96           -64811.15460                    0.395954E-02    0.412453E-04
  5     12       96           -64811.13429                    0.395954E-02    0.412453E-04
  5     13       48           -64811.09652                    0.197977E-02    0.412453E-04
  5     14       96           -64811.09885                    0.395954E-02    0.412453E-04
  5     15       96           -64811.10455                    0.395954E-02    0.412453E-04
  5     16      192           -64811.12491                    0.791909E-02    0.412453E-04
  5     17      192           -64811.13724                    0.791909E-02    0.412453E-04
  5     18      192           -64811.14338                    0.791909E-02    0.412453E-04
  5     19      192           -64811.14607                    0.791909E-02    0.412453E-04
  5     20      192           -64811.15355                    0.791909E-02    0.412453E-04
  5     21       96           -64811.14266                    0.395954E-02    0.412453E-04
  5     22       96           -64811.16473                    0.395954E-02    0.412453E-04
  5     23      192           -64811.12660                    0.791909E-02    0.412453E-04
  5     24      192           -64811.13486                    0.791909E-02    0.412453E-04
  5     25      192           -64811.15418                    0.791909E-02    0.412453E-04
  5     26      192           -64811.14948                    0.791909E-02    0.412453E-04
  5     27       96           -64811.13234                    0.395954E-02    0.412453E-04
  5     28       96           -64811.14099                    0.395954E-02    0.412453E-04
  5     29       96           -64811.10918                    0.395954E-02    0.412453E-04
  5     30       48           -64811.11499                    0.197977E-02    0.412453E-04
  5     31       48           -64811.12250                    0.197977E-02    0.412453E-04
  5     32       96           -64811.15092                    0.395954E-02    0.412453E-04
  5     33       96           -64811.15329                    0.395954E-02    0.412453E-04
  5     34       48           -64811.17400                    0.197977E-02    0.412453E-04
  5     35       96           -64811.20776                    0.395954E-02    0.412453E-04
  6      1       48           -65561.52021                    0.659924E-03    0.137484E-04
  6      2       96           -65561.51663                    0.131985E-02    0.137484E-04
  6      3       96           -65561.53725                    0.131985E-02    0.137484E-04
  6      4       96           -65561.55042                    0.131985E-02    0.137484E-04
  6      5      192           -65561.54507                    0.263970E-02    0.137484E-04
  6      6      192           -65561.52659                    0.263970E-02    0.137484E-04
  6      7      192           -65561.55623                    0.263970E-02    0.137484E-04
  6      8       16           -65561.58156                    0.219975E-03    0.137484E-04
  6      9       48           -65561.53048                    0.659924E-03    0.137484E-04
  6     10      192           -65561.50648                    0.263970E-02    0.137484E-04
  6     11       96           -65561.50926                    0.131985E-02    0.137484E-04
  6     12       32           -65561.53261                    0.439949E-03    0.137484E-04
  6     13      192           -65561.53638                    0.263970E-02    0.137484E-04
  6     14      192           -65561.55508                    0.263970E-02    0.137484E-04
  6     15      192           -65561.56568                    0.263970E-02    0.137484E-04
  6     16      192           -65561.52769                    0.263970E-02    0.137484E-04
  6     17      192           -65561.54578                    0.263970E-02    0.137484E-04
  6     18       64           -65561.54481                    0.879899E-03    0.137484E-04
  6     19      192           -65561.55339                    0.263970E-02    0.137484E-04
  6     20       96           -65561.56876                    0.131985E-02    0.137484E-04
  6     21      192           -65561.56988                    0.263970E-02    0.137484E-04
  6     22      192           -65561.54427                    0.263970E-02    0.137484E-04
  6     23      192           -65561.55311                    0.263970E-02    0.137484E-04
  6     24      192           -65561.57385                    0.263970E-02    0.137484E-04
  6     25      192           -65561.56475                    0.263970E-02    0.137484E-04
  6     26       96           -65561.58096                    0.131985E-02    0.137484E-04
  6     27      192           -65561.56031                    0.263970E-02    0.137484E-04
  6     28       96           -65561.53571                    0.131985E-02    0.137484E-04
  6     29      192           -65561.55869                    0.263970E-02    0.137484E-04
  6     30      192           -65561.55524                    0.263970E-02    0.137484E-04
  6     31      192           -65561.55868                    0.263970E-02    0.137484E-04
  6     32      192           -65561.56461                    0.263970E-02    0.137484E-04
  6     33       48           -65561.50632                    0.659924E-03    0.137484E-04
  6     34      192           -65561.52438                    0.263970E-02    0.137484E-04
  6     35       32           -65561.54198                    0.439949E-03    0.137484E-04
  6     36      192           -65561.51409                    0.263970E-02    0.137484E-04
  6     37       48           -65561.51811                    0.659924E-03    0.137484E-04
  6     38       96           -65561.51989                    0.131985E-02    0.137484E-04
  6     39       96           -65561.51745                    0.131985E-02    0.137484E-04
  6     40       96           -65561.52718                    0.131985E-02    0.137484E-04
  6     41       48           -65561.51654                    0.659924E-03    0.137484E-04
  6     42      192           -65561.54816                    0.263970E-02    0.137484E-04
  6     43       24           -65561.51377                    0.329962E-03    0.137484E-04
  6     44       96           -65561.52518                    0.131985E-02    0.137484E-04
  6     45      192           -65561.54372                    0.263970E-02    0.137484E-04
  6     46      192           -65561.55012                    0.263970E-02    0.137484E-04
  6     47       96           -65561.54490                    0.131985E-02    0.137484E-04
  6     48       96           -65561.55341                    0.131985E-02    0.137484E-04
  6     49       96           -65561.57079                    0.131985E-02    0.137484E-04
  6     50       48           -65561.53532                    0.659924E-03    0.137484E-04
  6     51       96           -65561.57028                    0.131985E-02    0.137484E-04
  6     52      192           -65561.57470                    0.263970E-02    0.137484E-04
  6     53       96           -65561.57929                    0.131985E-02    0.137484E-04
  6     54       48           -65561.57496                    0.659924E-03    0.137484E-04
  6     55      192           -65561.56311                    0.263970E-02    0.137484E-04
  6     56       96           -65561.57904                    0.131985E-02    0.137484E-04
  6     57       16           -65561.54741                    0.219975E-03    0.137484E-04
  6     58       48           -65561.51364                    0.659924E-03    0.137484E-04
  6     59       48           -65561.55833                    0.659924E-03    0.137484E-04
  6     60       96           -65561.60610                    0.131985E-02    0.137484E-04
  6     61      192           -65561.59742                    0.263970E-02    0.137484E-04
  6     62       96           -65561.62828                    0.131985E-02    0.137484E-04
  6     63       96           -65561.60348                    0.131985E-02    0.137484E-04
  6     64       48           -65561.61413                    0.659924E-03    0.137484E-04
  6     65       48           -65561.59121                    0.659924E-03    0.137484E-04
  7      1      192           -66311.94451                    0.879899E-03    0.458281E-05
  7      2       48           -66311.97842                    0.219975E-03    0.458281E-05
  7      3       96           -66311.94963                    0.439949E-03    0.458281E-05
  7      4       96           -66311.91560                    0.439949E-03    0.458281E-05
  7      5       48           -66311.91094                    0.219975E-03    0.458281E-05
  7      6       96           -66311.93192                    0.439949E-03    0.458281E-05
  7      7       96           -66311.96458                    0.439949E-03    0.458281E-05
  7      8      192           -66311.94323                    0.879899E-03    0.458281E-05
  7      9      192           -66311.96152                    0.879899E-03    0.458281E-05
  7     10      192           -66311.97454                    0.879899E-03    0.458281E-05
  7     11      192           -66311.98827                    0.879899E-03    0.458281E-05
  7     12      192           -66311.96920                    0.879899E-03    0.458281E-05
  7     13      192           -66311.97897                    0.879899E-03    0.458281E-05
  7     14      192           -66311.95455                    0.879899E-03    0.458281E-05
  7     15      192           -66311.94879                    0.879899E-03    0.458281E-05
  7     16      192           -66311.97501                    0.879899E-03    0.458281E-05
  7     17      192           -66311.97941                    0.879899E-03    0.458281E-05
  7     18      192           -66311.97931                    0.879899E-03    0.458281E-05
  7     19       96           -66311.98554                    0.439949E-03    0.458281E-05
  7     20       96           -66311.97225                    0.439949E-03    0.458281E-05
  7     21      192           -66311.93300                    0.879899E-03    0.458281E-05
  7     22      192           -66311.95195                    0.879899E-03    0.458281E-05
  7     23       96           -66311.91308                    0.439949E-03    0.458281E-05
  7     24       96           -66311.92432                    0.439949E-03    0.458281E-05
  7     25      192           -66311.93376                    0.879899E-03    0.458281E-05
  7     26      192           -66311.94964                    0.879899E-03    0.458281E-05
  7     27      192           -66311.95674                    0.879899E-03    0.458281E-05
  7     28      192           -66311.94869                    0.879899E-03    0.458281E-05
  7     29       96           -66311.96376                    0.439949E-03    0.458281E-05
  7     30      192           -66311.92504                    0.879899E-03    0.458281E-05
  7     31       96           -66311.92608                    0.439949E-03    0.458281E-05
  7     32      192           -66311.94219                    0.879899E-03    0.458281E-05
  7     33      192           -66311.95534                    0.879899E-03    0.458281E-05
  7     34      192           -66311.93241                    0.879899E-03    0.458281E-05
  7     35      192           -66311.94584                    0.879899E-03    0.458281E-05
  7     36      192           -66311.96232                    0.879899E-03    0.458281E-05
  7     37      192           -66311.94051                    0.879899E-03    0.458281E-05
  7     38       96           -66311.94944                    0.439949E-03    0.458281E-05
  7     39      192           -66311.96984                    0.879899E-03    0.458281E-05
  7     40       96           -66311.93276                    0.439949E-03    0.458281E-05
  7     41      192           -66311.96916                    0.879899E-03    0.458281E-05
  7     42       96           -66311.96775                    0.439949E-03    0.458281E-05
  7     43       96           -66311.96666                    0.439949E-03    0.458281E-05
  7     44       96           -66311.99143                    0.439949E-03    0.458281E-05
  7     45       96           -66311.96841                    0.439949E-03    0.458281E-05
  7     46      192           -66311.97714                    0.879899E-03    0.458281E-05
  7     47      192           -66311.96119                    0.879899E-03    0.458281E-05
  7     48      192           -66311.99185                    0.879899E-03    0.458281E-05
  7     49      192           -66311.99770                    0.879899E-03    0.458281E-05
  7     50      192           -66311.97840                    0.879899E-03    0.458281E-05
  7     51       48           -66311.98007                    0.219975E-03    0.458281E-05
  7     52       96           -66311.96713                    0.439949E-03    0.458281E-05
  7     53       48           -66311.91035                    0.219975E-03    0.458281E-05
  7     54       96           -66311.93432                    0.439949E-03    0.458281E-05
  7     55      192           -66311.93864                    0.879899E-03    0.458281E-05
  7     56      192           -66311.94337                    0.879899E-03    0.458281E-05
  7     57       32           -66311.93053                    0.146650E-03    0.458281E-05
  7     58       96           -66311.95366                    0.439949E-03    0.458281E-05
  7     59       96           -66311.95312                    0.439949E-03    0.458281E-05
  7     60      192           -66311.96400                    0.879899E-03    0.458281E-05
  7     61       96           -66311.96270                    0.439949E-03    0.458281E-05
  7     62       16           -66311.93216                    0.733249E-04    0.458281E-05
  7     63       96           -66311.99363                    0.439949E-03    0.458281E-05
  7     64      192           -66312.02416                    0.879899E-03    0.458281E-05
  7     65      192           -66312.00195                    0.879899E-03    0.458281E-05
  7     66      192           -66312.02133                    0.879899E-03    0.458281E-05
  7     67      192           -66312.01008                    0.879899E-03    0.458281E-05
  7     68       64           -66311.99630                    0.293300E-03    0.458281E-05
  7     69       96           -66312.02607                    0.439949E-03    0.458281E-05
  7     70      192           -66312.01215                    0.879899E-03    0.458281E-05
  7     71      192           -66312.02303                    0.879899E-03    0.458281E-05
  7     72       96           -66311.98848                    0.439949E-03    0.458281E-05
  7     73      192           -66312.02080                    0.879899E-03    0.458281E-05
  7     74       96           -66311.98403                    0.439949E-03    0.458281E-05
  7     75       96           -66312.03621                    0.439949E-03    0.458281E-05
  7     76      192           -66311.98906                    0.879899E-03    0.458281E-05
  7     77       96           -66311.99918                    0.439949E-03    0.458281E-05
  7     78       96           -66311.95201                    0.439949E-03    0.458281E-05
  7     79       96           -66311.97882                    0.439949E-03    0.458281E-05
  7     80       48           -66311.97449                    0.219975E-03    0.458281E-05
  7     81       32           -66312.00074                    0.146650E-03    0.458281E-05
  7     82       16           -66312.07070                    0.733249E-04    0.458281E-05
  8      1       48           -67062.37149                    0.733249E-04    0.152760E-05
  8      2       96           -67062.33935                    0.146650E-03    0.152760E-05
  8      3      192           -67062.38655                    0.293300E-03    0.152760E-05
  8      4      192           -67062.36876                    0.293300E-03    0.152760E-05
  8      5      192           -67062.39867                    0.293300E-03    0.152760E-05
  8      6      192           -67062.39225                    0.293300E-03    0.152760E-05
  8      7       96           -67062.35957                    0.146650E-03    0.152760E-05
  8      8      192           -67062.33768                    0.293300E-03    0.152760E-05
  8      9      192           -67062.35671                    0.293300E-03    0.152760E-05
  8     10       96           -67062.36931                    0.146650E-03    0.152760E-05
  8     11      192           -67062.37592                    0.293300E-03    0.152760E-05
  8     12      192           -67062.37400                    0.293300E-03    0.152760E-05
  8     13       48           -67062.32089                    0.733249E-04    0.152760E-05
  8     14      192           -67062.34967                    0.293300E-03    0.152760E-05
  8     15      192           -67062.34013                    0.293300E-03    0.152760E-05
  8     16      192           -67062.35628                    0.293300E-03    0.152760E-05
  8     17      192           -67062.36970                    0.293300E-03    0.152760E-05
  8     18      192           -67062.36911                    0.293300E-03    0.152760E-05
  8     19       96           -67062.36918                    0.146650E-03    0.152760E-05
  8     20       96           -67062.38028                    0.146650E-03    0.152760E-05
  8     21       96           -67062.35428                    0.146650E-03    0.152760E-05
  8     22      192           -67062.36855                    0.293300E-03    0.152760E-05
  8     23      192           -67062.39009                    0.293300E-03    0.152760E-05
  8     24       96           -67062.37760                    0.146650E-03    0.152760E-05
  8     25       48           -67062.40669                    0.733249E-04    0.152760E-05
  8     26       96           -67062.38834                    0.146650E-03    0.152760E-05
  8     27       12           -67062.33386                    0.183312E-04    0.152760E-05
  8     28       96           -67062.36664                    0.146650E-03    0.152760E-05
  8     29       96           -67062.36557                    0.146650E-03    0.152760E-05
  8     30       96           -67062.38265                    0.146650E-03    0.152760E-05
  8     31      192           -67062.37600                    0.293300E-03    0.152760E-05
  8     32      192           -67062.40881                    0.293300E-03    0.152760E-05
  8     33      192           -67062.39069                    0.293300E-03    0.152760E-05
  8     34      192           -67062.39482                    0.293300E-03    0.152760E-05
  8     35      192           -67062.39888                    0.293300E-03    0.152760E-05
  8     36       48           -67062.38652                    0.733249E-04    0.152760E-05
  8     37       48           -67062.41005                    0.733249E-04    0.152760E-05
  8     38      192           -67062.33684                    0.293300E-03    0.152760E-05
  8     39      192           -67062.34865                    0.293300E-03    0.152760E-05
  8     40      192           -67062.35818                    0.293300E-03    0.152760E-05
  8     41       24           -67062.32830                    0.366624E-04    0.152760E-05
  8     42      192           -67062.35732                    0.293300E-03    0.152760E-05
  8     43       96           -67062.36696                    0.146650E-03    0.152760E-05
  8     44       96           -67062.37934                    0.146650E-03    0.152760E-05
  8     45       48           -67062.35793                    0.733249E-04    0.152760E-05
  8     46       96           -67062.36611                    0.146650E-03    0.152760E-05
  8     47      192           -67062.37410                    0.293300E-03    0.152760E-05
  8     48      192           -67062.38632                    0.293300E-03    0.152760E-05
  8     49      192           -67062.36835                    0.293300E-03    0.152760E-05
  8     50       48           -67062.36430                    0.733249E-04    0.152760E-05
  8     51       96           -67062.35851                    0.146650E-03    0.152760E-05
  8     52      192           -67062.41745                    0.293300E-03    0.152760E-05
  8     53      192           -67062.39766                    0.293300E-03    0.152760E-05
  8     54      192           -67062.42900                    0.293300E-03    0.152760E-05
  8     55       48           -67062.40622                    0.733249E-04    0.152760E-05
  8     56      192           -67062.41988                    0.293300E-03    0.152760E-05
  8     57      192           -67062.41906                    0.293300E-03    0.152760E-05
  8     58       96           -67062.42897                    0.146650E-03    0.152760E-05
  8     59      192           -67062.42367                    0.293300E-03    0.152760E-05
  8     60      192           -67062.43777                    0.293300E-03    0.152760E-05
  8     61      192           -67062.40146                    0.293300E-03    0.152760E-05
  8     62      192           -67062.43244                    0.293300E-03    0.152760E-05
  8     63      192           -67062.44145                    0.293300E-03    0.152760E-05
  8     64      192           -67062.39707                    0.293300E-03    0.152760E-05
  8     65       96           -67062.40749                    0.146650E-03    0.152760E-05
  8     66      192           -67062.42128                    0.293300E-03    0.152760E-05
  8     67      192           -67062.40120                    0.293300E-03    0.152760E-05
  8     68       96           -67062.35701                    0.146650E-03    0.152760E-05
  8     69       96           -67062.35604                    0.146650E-03    0.152760E-05
  8     70      192           -67062.37643                    0.293300E-03    0.152760E-05
  8     71       96           -67062.37170                    0.146650E-03    0.152760E-05
  8     72       96           -67062.39875                    0.146650E-03    0.152760E-05
  8     73      192           -67062.40666                    0.293300E-03    0.152760E-05
  8     74       96           -67062.41114                    0.146650E-03    0.152760E-05
  8     75       96           -67062.42871                    0.146650E-03    0.152760E-05
  8     76       24           -67062.40570                    0.366624E-04    0.152760E-05
  8     77       96           -67062.36628                    0.146650E-03    0.152760E-05
  8     78       96           -67062.36486                    0.146650E-03    0.152760E-05
  8     79       48           -67062.36441                    0.733249E-04    0.152760E-05
  8     80      192           -67062.39150                    0.293300E-03    0.152760E-05
  8     81      192           -67062.37530                    0.293300E-03    0.152760E-05
  8     82       96           -67062.41244                    0.146650E-03    0.152760E-05
  8     83       96           -67062.39691                    0.146650E-03    0.152760E-05
  8     84      192           -67062.42530                    0.293300E-03    0.152760E-05
